MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence,MoSold,SaleType,SaleCondition,age_of_house
85,RL,5.017279836814924,9.556621486730899,NA,Reg,Lvl,Corner,Mitchel,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.763884908562435,LwQ,5.5134287461649825,88.0,7.0909098220799835,Gd,Y,SBrkr,7.0909098220799835,0,7.0909098220799835,1.0,0.0,1,0,3,TA,6,0,NA,2Types,Fin,850.0,TA,Y,0.0,4.787491742782046,0.0,0.0,NA,11,ConLD,Normal,44
120,RM,3.091042453358316,8.348774539791274,NA,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5,6,1975,1975,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.646390514847729,Unf,0.0,271.0,6.947937068614969,Gd,Y,SBrkr,6.947937068614969,0,6.947937068614969,0.0,0.0,1,0,3,TA,6,0,NA,Attchd,Unf,499.0,TA,Y,0.0,4.61512051684126,0.0,0.0,NA,6,WD,Normal,33
160,RM,3.7376696182833684,7.888334500738654,NA,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,5.765191102784844,Unf,0.0,232.0,6.311734809152915,TA,Y,SBrkr,6.8308742346461795,550,7.297091005160418,0.0,0.0,2,0,4,TA,6,1,TA,Attchd,Unf,336.0,TA,Y,4.532599493153256,3.295836866004329,0.0,0.0,NA,5,WD,Normal,32
180,RM,3.091042453358316,7.5883236773352225,NA,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,7,1973,2006,Gable,CemntBd,CmentBd,NA,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,6.218600119691729,Unf,0.0,25.0,6.267200548541362,Gd,Y,SBrkr,6.267200548541362,462,6.8966943316227125,1.0,0.0,1,0,2,TA,5,0,NA,BuiltIn,RFn,297.0,TA,Y,4.795790545596741,4.624972813284271,0.0,0.0,NA,6,WD,Normal,35
180,RM,3.091042453358316,7.3758821482150125,NA,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,4,6,1973,1973,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.082218910376446,Unf,0.0,25.0,6.137727054086234,TA,Y,SBrkr,6.267200548541362,462,6.8966943316227125,1.0,0.0,1,0,1,TA,4,1,Po,BuiltIn,RFn,297.0,TA,Y,0.0,4.624972813284271,0.0,4.795790545596741,GdWo,7,WD,Normal,35
20,RL,4.30406509320417,9.79701530802561,NA,IR1,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,6,1968,1968,Gable,Plywood,Plywood,NA,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,6.666956792429207,Unf,0.0,328.0,7.01571242048723,Ex,Y,SBrkr,7.057036981697891,0,7.057036981697891,1.0,0.0,1,0,3,Gd,6,0,NA,Attchd,Unf,257.0,TA,Y,4.406719247264253,0.0,0.0,0.0,GdWo,2,WD,Normal,40
160,RM,3.091042453358316,7.298445101508147,NA,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,6,9,1970,2007,Gable,CemntBd,CmentBd,NA,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,5.883322388488279,Unf,0.0,188.0,6.304448802421981,Ex,Y,SBrkr,6.304448802421981,546,6.996681488176539,0.0,0.0,2,1,3,TA,6,0,NA,NA,NA,0.0,NA,Y,5.236441962829949,0.0,0.0,0.0,NA,3,WD,Normal,38
20,RL,4.0943445622221,8.778171881033469,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,7,1983,1983,Gable,VinylSd,VinylSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.282266746896006,Unf,0.0,282.0,6.705639094860003,Ex,Y,SBrkr,6.705639094860003,0,6.705639094860003,0.0,0.6931471805599453,1,0,2,TA,4,0,NA,Attchd,Unf,264.0,TA,Y,5.755742213586912,0.0,0.0,0.0,GdWo,4,WD,Normal,25
20,RL,4.110873864173311,8.79497643168877,NA,Reg,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,6,1982,2005,Gable,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.459904454377535,Unf,0.0,207.0,6.740519359606223,Gd,Y,SBrkr,6.740519359606223,0,6.740519359606223,0.0,0.0,1,0,3,Gd,6,0,NA,Attchd,Unf,264.0,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,26
20,RL,4.31748811353631,9.42512911890764,NA,Reg,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,6,1984,1984,Gable,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.473890696352274,Unf,0.0,217.0,6.762729506931879,TA,Y,SBrkr,6.7912214627261855,0,6.7912214627261855,0.0,0.0,1,0,3,TA,6,0,NA,Attchd,Unf,484.0,TA,Y,0.0,0.0,0.0,0.0,NA,4,WD,Normal,24
70,RL,4.110873864173311,10.943781931879723,NA,IR1,Low,Inside,IDOTRR,Norm,1Fam,2.5Unf,5,1,1900,1950,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,686.0,6.532334292222349,Ex,Y,SBrkr,7.048386408721883,686,7.515889085215125,0.0,0.0,2,0,4,TA,7,0,NA,Detchd,Unf,288.0,TA,N,0.0,0.0,0.0,0.0,NA,1,WD,Normal,108
20,RL,4.454347296253507,9.275003885301905,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1971,1971,Gable,MetalSd,MetalSd,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,6.732210706467206,Unf,0.0,749.0,7.370230641807081,TA,Y,SBrkr,7.370230641807081,0,7.370230641807081,0.0,0.0,2,0,3,TA,7,1,Gd,Attchd,Unf,525.0,TA,Y,0.0,3.8066624897703196,0.0,0.0,NA,3,WD,Normal,36
80,RL,4.04305126783455,9.090768236835338,NA,IR1,HLS,Inside,Gilbert,Norm,1Fam,SLvl,6,5,1997,1997,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,5.953243334287785,Gd,Y,SBrkr,6.626717749249025,630,7.233455418621439,0.0,0.0,2,1,3,TA,7,1,TA,BuiltIn,Fin,390.0,TA,Y,0.0,0.0,0.0,0.0,NA,3,WD,Normal,10
80,RL,4.189654742026425,9.225031920719173,NA,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,SLvl,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,LwQ,5.231108616854587,Unf,0.0,206.0,5.973809611869261,Gd,Y,SBrkr,6.829793737512425,770,7.43543801981455,0.0,0.0,2,1,3,TA,7,1,TA,BuiltIn,Fin,398.0,TA,Y,5.54907608489522,4.174387269895637,0.0,0.0,MnPrv,3,WD,Normal,13
60,RL,4.189654742026425,9.063926353520646,NA,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1999,2000,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,6.77078942390898,Unf,0.0,52.0,6.828712071641684,Gd,Y,SBrkr,6.854354502255021,767,7.44716835960004,1.0,0.0,2,1,3,TA,7,1,TA,Attchd,Fin,451.0,TA,Y,5.54907608489522,3.8918202981106265,0.0,0.0,NA,4,WD,Abnorml,8
60,RL,4.1588830833596715,8.971575439759016,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1996,1996,Gable,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,No,Rec,6.028278520230698,Unf,0.0,277.0,6.539585955617669,Gd,Y,SBrkr,6.539585955617669,862,7.348587530927593,0.0,0.0,2,1,3,Gd,6,0,NA,Attchd,Fin,420.0,TA,Y,0.0,3.8066624897703196,0.0,0.0,NA,8,WD,Normal,11
60,RL,4.110873864173311,8.922791623969637,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1999,2003,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,938.0,6.844815479208263,Ex,Y,SBrkr,6.86484777797086,1342,7.7406644019172415,0.0,0.0,3,1,5,TA,7,1,TA,Attchd,Fin,482.0,TA,Y,5.241747015059643,3.4339872044851463,0.0,0.0,NA,8,WD,Normal,8
20,RL,4.189654742026425,9.16502914926618,NA,IR1,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,5,1992,1993,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1168.0,7.063903961472068,Gd,Y,SBrkr,7.080026499922591,0,7.080026499922591,0.0,0.0,2,0,3,Gd,6,0,NA,Attchd,RFn,420.0,TA,Y,0.0,3.091042453358316,0.0,0.0,NA,8,WD,Normal,15
60,RL,4.189654742026425,8.94324493313279,NA,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,903.0,6.806829360392176,Gd,Y,SBrkr,6.814542897259958,732,7.404279118037268,0.0,0.0,2,1,3,TA,7,1,TA,Attchd,RFn,392.0,TA,Y,5.673323267171493,4.442651256490317,0.0,0.0,NA,7,WD,Normal,14
20,RL,5.081404364984463,9.807031716718498,NA,Reg,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,6,1964,1964,Gable,HdBoard,HdBoard,BrkCmn,138.0,TA,TA,CBlock,TA,TA,Av,BLQ,6.311734809152915,Unf,0.0,752.0,7.172424577124845,Fa,Y,SBrkr,7.029087564149662,0,7.029087564149662,1.0,0.0,1,0,3,TA,6,1,TA,Attchd,Unf,480.0,TA,P,0.0,4.6913478822291435,5.5093883366279774,0.0,MnPrv,3,WD,Alloca,43
120,RL,3.6635616461296463,8.464003362902119,NA,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,5.517452896464707,Unf,0.0,918.0,7.062191632286556,Gd,Y,SBrkr,7.07326971745971,0,7.07326971745971,1.0,0.0,2,0,2,TA,5,0,NA,Attchd,RFn,480.0,TA,Y,0.0,4.6913478822291435,0.0,0.0,NA,10,WD,Normal,19
120,RL,3.58351893845611,8.540714386457584,NA,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1990,1990,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,6.831953565565855,Unf,0.0,386.0,7.180069874302796,Gd,Y,SBrkr,7.186901020411631,0,7.186901020411631,1.0,0.0,1,0,1,Gd,4,1,TA,Attchd,RFn,484.0,TA,Y,0.0,4.174387269895637,4.948759890378168,0.0,NA,8,WD,Normal,17
60,RL,4.59511985013459,9.419709489868552,NA,IR1,Lvl,Inside,StoneBr,Norm,1Fam,2Story,8,5,2005,2005,Hip,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Ex,TA,Mn,GLQ,6.894670039433482,Unf,0.0,163.0,7.047517221357296,Ex,Y,SBrkr,7.060476365999801,1377,7.8407064517494,1.0,0.0,3,1,4,Ex,10,1,Gd,BuiltIn,Fin,729.0,TA,Y,4.795790545596741,3.4965075614664802,0.0,0.0,NA,7,WD,Normal,2
20,RL,3.970291913552122,10.858518112726214,NA,IR1,Lvl,CulDSac,StoneBr,PosN,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,BrkFace,202.0,Ex,TA,PConc,Ex,TA,Av,GLQ,7.004881989712859,Unf,0.0,1559.0,7.886457270977689,Ex,Y,SBrkr,7.757478766584179,0,7.757478766584179,1.0,0.0,2,1,4,Gd,8,2,Gd,Attchd,Fin,1110.0,Gd,Y,0.0,4.912654885736052,0.0,0.0,NA,6,New,Partial,1
190,RL,5.278114659230517,10.635879484421974,NA,IR1,Lvl,FR2,Gilbert,Norm,2fmCon,1Story,5,5,1969,1990,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,6.954638864880987,Unf,0.0,53.0,7.00397413672268,TA,Y,SBrkr,7.261927092702751,0,7.261927092702751,1.0,0.0,1,1,3,TA,7,0,NA,2Types,Unf,828.0,TA,N,4.976733742420574,0.0,0.0,0.0,NA,11,WD,Normal,38
120,RL,4.127134385045092,8.991686725934825,NA,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,MetalSd,MetalSd,BrkFace,202.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,6.682108597449809,Unf,0.0,815.0,7.385851078125209,Ex,Y,SBrkr,7.385851078125209,0,7.385851078125209,1.0,0.0,2,0,2,Ex,6,1,Gd,Attchd,Fin,556.0,TA,Y,0.0,5.10594547390058,0.0,0.0,NA,3,WD,Normal,1
20,RL,4.454347296253507,9.55272367519805,NA,IR1,HLS,Inside,StoneBr,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Ex,Gd,Gd,GLQ,7.351799869057777,Unf,0.0,662.0,7.7057128238944275,Ex,Y,SBrkr,7.711996507047669,0,7.711996507047669,1.0,0.0,1,1,1,Gd,7,1,Gd,Attchd,RFn,724.0,TA,Y,5.968707559985366,4.394449154672439,0.0,0.0,NA,1,WD,Normal,1
20,RL,4.406719247264253,9.53755560876329,NA,IR1,HLS,Inside,StoneBr,PosA,1Fam,1Story,10,5,2006,2007,Hip,CemntBd,CmentBd,BrkFace,202.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.050122520269059,Unf,0.0,590.0,7.463363045520021,Ex,Y,SBrkr,7.622174594817622,0,7.622174594817622,1.0,0.0,2,0,3,Ex,8,1,Gd,Attchd,Fin,724.0,TA,Y,5.484796933490655,3.970291913552122,0.0,0.0,NA,10,New,Partial,1
20,RL,4.394449154672439,9.302098797215724,NA,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1984,1984,Hip,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,5.54907608489522,Unf,0.0,1028.0,7.158513997329321,TA,Y,SBrkr,7.158513997329321,0,7.158513997329321,1.0,0.0,2,0,3,TA,5,0,NA,Attchd,Unf,480.0,TA,Y,0.0,0.0,5.262690188904886,0.0,NA,4,COD,Abnorml,23
60,RL,4.3694478524670215,9.400216653174247,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,7,1981,2003,Gable,MetalSd,MetalSd,BrkFace,202.0,Gd,TA,CBlock,Gd,TA,No,ALQ,5.7745515455444085,Unf,0.0,404.0,6.587550014824796,Ex,Y,SBrkr,6.587550014824796,754,7.299797366758161,0.0,0.0,2,1,3,Gd,6,1,TA,Attchd,RFn,484.0,TA,Y,5.123963979403259,4.290459441148391,0.0,0.0,NA,3,WD,Normal,26
20,RL,4.543294782270004,9.417354541360508,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,6,1978,1985,Gable,Plywood,Plywood,Stone,206.5,TA,TA,CBlock,Gd,TA,No,GLQ,7.192182058713246,Unf,0.0,201.0,7.333023014386481,TA,Y,SBrkr,7.417580402414544,0,7.417580402414544,1.0,0.0,2,0,3,Gd,7,1,TA,Attchd,Fin,663.0,TA,Y,0.0,0.0,0.0,0.0,NA,9,WD,Normal,29
60,RL,4.127134385045092,9.336091577281744,NA,IR1,Lvl,Inside,NWAmes,PosA,1Fam,2Story,7,5,1979,1979,Hip,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.63200177739563,Unf,0.0,22.0,6.660575149839686,TA,Y,SBrkr,6.990256500493881,845,7.565793282428515,1.0,0.0,2,1,4,Gd,9,1,TA,Attchd,Fin,481.0,TA,Y,5.262690188904886,4.290459441148391,0.0,0.0,NA,3,WD,Normal,28
20,RL,4.382026634673881,9.380167531188448,NA,Reg,Lvl,FR2,NWAmes,Norm,1Fam,1Story,6,6,1984,1984,Gable,Plywood,Plywood,BrkFace,202.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.661854740545311,Unf,0.0,372.0,7.050989447068045,TA,Y,SBrkr,7.071573364211532,0,7.071573364211532,0.0,0.0,2,0,3,Gd,6,0,NA,Attchd,Fin,495.0,TA,Y,5.3230099791384085,4.6443908991413725,0.0,0.0,MnPrv,8,WD,Normal,23
20,RL,4.394449154672439,9.249657234353133,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,6,5,1979,1999,Gable,MetalSd,MetalSd,BrkFace,202.0,TA,TA,CBlock,Gd,TA,No,GLQ,6.806829360392176,Unf,0.0,356.0,7.138866999945524,Ex,Y,SBrkr,7.21081845347222,0,7.21081845347222,1.0,0.0,2,0,2,TA,5,1,TA,Attchd,RFn,478.0,TA,Y,5.484796933490655,4.955827057601261,0.0,0.0,NA,8,WD,Normal,28
20,RL,4.859812404361672,9.472858470764415,NA,IR1,Lvl,Inside,NWAmes,PosN,1Fam,1Story,6,5,1971,1971,Hip,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,Mn,ALQ,6.20050917404269,BLQ,4.804021044733257,1012.0,7.3938782901077555,TA,Y,SBrkr,7.107425474110705,0,7.107425474110705,0.0,0.6931471805599453,2,0,2,TA,6,1,TA,Attchd,Unf,944.0,TA,Y,0.0,0.0,5.521460917862246,0.0,NA,9,WD,Normal,36
80,RL,4.174387269895637,9.104090572133472,NA,IR1,Lvl,CulDSac,NWAmes,PosN,1Fam,SLvl,7,6,1976,1976,Gable,Plywood,Plywood,Stone,206.5,TA,TA,CBlock,Gd,TA,Gd,GLQ,6.437751649736401,Rec,6.405228458030842,0.0,7.113956109566034,TA,Y,SBrkr,7.1891677384203225,0,7.1891677384203225,0.0,0.6931471805599453,2,0,3,Gd,5,1,Fa,Attchd,Fin,585.0,TA,Y,6.0112671744041615,3.6109179126442243,0.0,0.0,NA,2,WD,Normal,31
60,RL,4.394449154672439,8.987321812850125,NA,Reg,Lvl,Inside,NWAmes,PosN,1Fam,2Story,6,6,1974,1974,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.837332814685591,LwQ,5.0369526024136295,0.0,6.98933526597456,TA,Y,SBrkr,6.98933526597456,793,7.537962659768208,1.0,0.0,2,1,4,TA,8,1,TA,Attchd,Unf,488.0,TA,Y,0.0,4.574710978503383,0.0,0.0,NA,11,WD,Normal,33
20,RL,4.1588830833596715,9.15461622320382,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1970,1990,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.340359303727752,Unf,0.0,359.0,6.8308742346461795,TA,Y,SBrkr,7.260522598089852,0,7.260522598089852,1.0,0.0,1,0,3,TA,7,0,NA,Detchd,Unf,576.0,TA,Y,5.53338948872752,0.0,0.0,0.0,GdWo,9,WD,Normal,37
20,RL,4.204692619390966,8.97727273946428,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,5,1970,2002,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,ALQ,4.406719247264253,GLQ,6.429719478039138,214.0,6.818924065275521,Ex,Y,SBrkr,6.818924065275521,0,6.818924065275521,0.0,0.0,1,0,3,Ex,5,0,NA,Attchd,RFn,368.0,TA,Y,4.795790545596741,0.0,0.0,0.0,NA,10,WD,Normal,37
20,RL,4.30406509320417,9.752664662801545,NA,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,7,1961,1961,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,5.752572638825633,Unf,0.0,600.0,6.818924065275521,Ex,Y,SBrkr,6.818924065275521,0,6.818924065275521,0.0,0.0,1,0,2,TA,4,0,NA,Basment,Unf,270.0,Fa,Y,4.948759890378168,0.0,0.0,0.0,GdWo,7,WD,Normal,46
120,RH,3.5263605246161616,8.322151070212902,NA,IR1,Lvl,Inside,NAmes,Norm,TwnhsE,1Story,6,5,2001,2001,Gable,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1337.0,7.198931240688173,Ex,Y,SBrkr,7.198931240688173,0,7.198931240688173,0.0,0.0,2,0,2,Gd,5,1,TA,Attchd,Fin,511.0,TA,Y,4.919980925828125,4.23410650459726,0.0,0.0,NA,7,WD,Normal,6
120,RH,3.295836866004329,9.30054663986233,NA,IR2,Lvl,FR2,NAmes,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.836259277277067,Unf,0.0,475.0,7.2485040723706105,Ex,Y,SBrkr,7.198931240688173,0,7.198931240688173,1.0,0.0,2,0,2,Gd,5,1,TA,Attchd,Fin,522.0,TA,Y,0.0,4.23410650459726,0.0,0.0,NA,10,WD,Normal,10
160,RM,3.091042453358316,7.698936199813447,NA,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,6,1973,1973,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,ALQ,5.746203190540153,Unf,0.0,213.0,6.26530121273771,TA,Y,SBrkr,6.26530121273771,567,6.996681488176539,0.0,0.0,1,1,3,TA,6,0,NA,Detchd,Unf,264.0,TA,Y,4.976733742420574,0.0,0.0,0.0,NA,2,WD,Normal,34
160,RM,3.091042453358316,7.629975707027789,NA,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,5,1973,1973,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,672.0,6.511745329644728,Ex,Y,SBrkr,6.511745329644728,546,7.105786129481271,0.0,0.0,1,1,4,Ex,7,0,NA,Detchd,Unf,264.0,TA,Y,0.0,3.367295829986474,0.0,0.0,NA,12,WD,Normal,34
120,RL,3.2188758248682006,7.742835955430749,NA,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,1Story,7,7,1978,1978,Gable,Plywood,Brk Cmn,NA,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,6.450470422144176,Unf,1.9459101490553132,423.0,6.967909201801884,TA,Y,SBrkr,6.962243464266207,0,6.962243464266207,0.0,0.0,2,0,2,TA,4,0,NA,Attchd,Unf,319.0,TA,Y,4.6913478822291435,3.4965075614664802,0.0,0.0,NA,4,WD,Normal,29
20,RL,4.189654742026425,8.875007486048396,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1966,1966,Hip,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,BLQ,6.587550014824796,Unf,0.0,263.0,6.8966943316227125,TA,Y,SBrkr,6.8966943316227125,0,6.8966943316227125,1.0,0.0,1,0,3,TA,5,0,NA,Detchd,Unf,360.0,TA,Y,0.0,0.0,0.0,0.0,NA,11,WD,Normal,41
20,RL,4.574710978503383,9.431081038674082,NA,Reg,Lvl,FR2,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,206.5,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.049254841255837,Unf,0.0,639.0,7.490529402060711,Ex,Y,SBrkr,7.504942068396171,0,7.504942068396171,1.0,0.0,2,0,3,Ex,7,1,Gd,Attchd,Fin,730.0,TA,Y,5.231108616854587,3.6109179126442243,0.0,0.0,NA,8,New,Partial,1
20,RL,4.5217885770490405,9.378055776380775,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2006,2007,Gable,CemntBd,CmentBd,Stone,206.5,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,0.0,1694.0,7.43543801981455,Ex,Y,SBrkr,7.43543801981455,0,7.43543801981455,0.0,0.0,2,0,3,Gd,7,1,Gd,Attchd,RFn,856.0,TA,Y,0.0,4.727387818712341,0.0,0.0,NA,6,New,Partial,1
20,RL,4.709530201312334,9.570389616553864,NA,Reg,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.325807502595773,Unf,0.0,590.0,7.653969180478774,Ex,Y,SBrkr,7.660585461703256,0,7.660585461703256,1.0,0.0,2,1,2,Gd,7,1,Ex,Attchd,Fin,938.0,TA,Y,4.875197323201151,4.962844630259907,0.0,0.0,NA,11,New,Partial,0
60,RL,4.68213122712422,9.520908548214665,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2007,2007,Hip,CemntBd,CmentBd,BrkFace,202.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.173958319756794,Unf,0.0,630.0,7.5678626054638825,Ex,Y,SBrkr,7.572502985020384,713,7.884952945759814,1.0,0.0,2,1,3,Ex,8,1,Gd,Attchd,RFn,1040.0,TA,Y,5.594711379601839,4.07753744390572,0.0,0.0,NA,12,New,Partial,0
60,RL,4.709530201312334,9.506065016071148,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2006,2007,Hip,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1108.0,7.011213987350367,Ex,Y,SBrkr,7.046647277848756,1402,7.844240718141811,0.0,0.0,2,1,4,Ex,11,1,Gd,BuiltIn,Fin,670.0,TA,Y,4.795790545596741,3.6888794541139363,0.0,0.0,NA,3,New,Partial,1
20,RL,4.663439094112067,9.644198554585564,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,5,2005,2006,Hip,VinylSd,VinylSd,BrkFace,202.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.266128779556451,Unf,0.0,564.0,7.598399329323964,Ex,Y,SBrkr,7.624130585661289,0,7.624130585661289,1.0,0.0,2,1,2,Ex,7,2,Gd,Attchd,Fin,878.0,TA,Y,5.241747015059643,4.189654742026425,0.0,0.0,NA,8,WD,Normal,2
20,RL,4.68213122712422,9.539068413863964,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,5,2007,2007,Hip,VinylSd,VinylSd,Stone,206.5,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.502738210754851,Unf,0.0,740.0,7.845024417241484,Ex,Y,SBrkr,7.845024417241484,0,7.845024417241484,1.0,0.0,2,0,3,Ex,8,2,Ex,Attchd,Fin,932.0,TA,Y,4.875197323201151,3.367295829986474,0.0,0.0,NA,10,New,Partial,0
