MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,Fence,MoSold,SaleType,SaleCondition,age_of_house,SalePrice
20,RL,4.394449154672439,9.210440366976517,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1973,2000,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,6.98933526597456,Unf,0.0,92,7.0707241072602764,Gd,Y,SBrkr,7.072421900537371,0,7.072421900537371,0,0.6931471805599453,1,1,3,Gd,5,1,Fa,Attchd,Unf,439,TA,Y,5.41610040220442,0.0,0.0,0.0,MnPrv,11,WD,Normal,35,157000
60,RL,4.574710978503383,9.26321741157695,NA,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1994,Hip,Wd Sdng,ImStucc,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.068172000388042,Unf,0.0,138,7.179307969504034,Ex,Y,SBrkr,7.189922170745808,1093,7.791109510610028,1,0.0,2,1,3,Gd,9,1,TA,Attchd,RFn,983,TA,Y,5.5254529391317835,5.043425116919247,5.37989735354046,0.0,NA,8,WD,Normal,15,341000
20,RL,4.248495242049359,9.202409001649903,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,6,1969,1969,Gable,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,6.261491684321042,Unf,0.0,448,6.879355804460439,TA,Y,SBrkr,6.879355804460439,0,6.879355804460439,0,0.0,1,1,3,TA,5,1,Po,Attchd,Unf,300,TA,Y,0.0,0.0,0.0,0.0,NA,5,WD,Normal,37,128500
120,RL,4.135166556742356,8.789355452209982,NA,IR1,Low,CulDSac,StoneBr,Norm,1Fam,1Story,8,5,1985,1985,Gable,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,7.046647277848756,Unf,0.0,594,7.463363045520021,TA,Y,SBrkr,7.463363045520021,0,7.463363045520021,1,0.0,2,0,2,Gd,5,1,TA,Attchd,RFn,564,TA,Y,4.74493212836325,3.367295829986474,5.459585514144159,0.0,NA,12,WD,Normal,21,275000
120,RM,4.2626798770413155,8.395477432732141,NA,Reg,Lvl,Inside,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.4967749901858625,Unf,0.0,186,6.744059186311348,Ex,Y,SBrkr,6.744059186311348,0,6.744059186311348,1,0.0,1,0,1,Gd,3,0,NA,Attchd,RFn,420,TA,Y,5.081404364984463,0.0,0.0,0.0,NA,5,WD,Normal,6,143000
20,RL,4.2626798770413155,9.002208578282412,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,7,1970,1970,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,5.2574953720277815,Unf,0.0,673,6.762729506931879,Ex,Y,SBrkr,6.762729506931879,0,6.762729506931879,0,0.0,1,0,3,TA,5,0,NA,Detchd,Unf,463,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,39,124500
50,RL,4.110873864173311,9.00859131751613,NA,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,941,6.848005274576363,Ex,Y,SBrkr,6.905753276311464,473,7.293697720601438,0,0.0,2,0,4,TA,7,0,NA,Detchd,Unf,548,TA,Y,0.0,0.0,0.0,0.0,NA,5,WD,Normal,54,135000
20,RL,4.465908118654584,9.494541392591309,NA,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,9,5,2007,2008,Hip,CemntBd,CmentBd,Stone,206.5,Ex,TA,PConc,Ex,TA,No,GLQ,7.118826249062078,Unf,0.0,464,7.4377951216719325,Ex,Y,SBrkr,7.4377951216719325,0,7.4377951216719325,1,0.0,2,0,3,Ex,8,1,Gd,Attchd,Fin,768,TA,Y,5.793013608384144,4.174387269895637,0.0,0.0,NA,2,WD,Normal,2,320000
20,RL,4.110873864173311,8.848078421168667,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,6,1970,1970,Gable,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.929589143389895,BLQ,5.480638923341991,250,6.762729506931879,TA,Y,SBrkr,6.762729506931879,0,6.762729506931879,0,0.0,1,0,3,Gd,5,0,NA,Detchd,Unf,660,TA,Y,4.574710978503383,0.0,0.0,0.0,NA,11,WD,Normal,39,120500
20,RL,4.31748811353631,9.984883190740122,NA,IR1,Lvl,Corner,Crawfor,Norm,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,BrkFace,202.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,6.695798917058491,Unf,0.0,72,6.78105762593618,Ex,Y,SBrkr,7.427144133408616,0,7.427144133408616,1,0.0,2,0,3,Gd,5,1,Gd,Attchd,Fin,540,TA,Y,5.680172609017068,3.8066624897703196,0.0,5.209486152841421,NA,12,WD,Normal,21,222000
20,RL,4.174387269895637,8.897682313454224,NA,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Gd,TA,Av,GLQ,6.586171654854675,Unf,0.0,508,7.117205503164344,Ex,Y,SBrkr,7.117205503164344,0,7.117205503164344,1,0.0,2,0,2,Gd,6,0,NA,Attchd,RFn,632,TA,Y,4.890349128221754,0.0,0.0,0.0,NA,2,WD,Normal,2,194500
90,RL,4.454347296253507,9.348013177101256,NA,Reg,Lvl,Corner,NAmes,Norm,Duplex,1Story,5,5,1958,1958,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1584,7.368339686311381,TA,Y,SBrkr,7.482681828154651,0,7.482681828154651,1,0.0,2,0,4,TA,9,0,NA,Detchd,Unf,888,TA,Y,0.0,3.258096538021482,0.0,0.0,NA,7,COD,Abnorml,51,110000
30,RM,3.970291913552122,8.738895704934043,Grvl,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,5.030437921392435,Unf,0.0,628,6.660575149839686,TA,Y,FuseA,6.744059186311348,0,7.097548850614793,0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,539,TA,Y,0.0,3.1780538303479458,4.727387818712341,0.0,NA,1,WD,Normal,84,103000
120,RL,3.6888794541139363,8.592300663903043,NA,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,7.074116816197362,Unf,0.0,415,7.3752557780097545,Ex,Y,SBrkr,7.388327859577107,0,7.388327859577107,1,0.0,2,0,2,Gd,5,1,TA,Attchd,RFn,608,TA,Y,5.472270673671475,5.030437921392435,0.0,0.0,NA,3,WD,Normal,15,236500
80,RL,4.30406509320417,9.16858043772795,NA,IR1,Lvl,Corner,Timber,Norm,1Fam,SLvl,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Ex,TA,Av,GLQ,6.668228248417403,Unf,0.0,82,6.767343125265392,Ex,Y,SBrkr,7.044905117129371,0,7.044905117129371,1,0.0,2,0,3,Gd,6,1,Gd,Attchd,Fin,438,TA,Y,5.081404364984463,3.1354942159291497,0.0,0.0,NA,5,WD,Normal,4,187500
60,RL,4.330733340286331,9.341807134718488,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,1998,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,ALQ,5.53338948872752,Unf,0.0,901,7.050989447068045,Ex,Y,SBrkr,7.050989447068045,878,7.616775808698373,0,0.0,2,1,3,Gd,8,1,TA,Attchd,Fin,541,TA,Y,5.262690188904886,4.442651256490317,0.0,0.0,NA,7,WD,Normal,10,222500
20,RL,4.394449154672439,9.210440366976517,NA,Reg,Lvl,Corner,Sawyer,Feedr,1Fam,1Story,5,6,1961,1983,Hip,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.38856140554563,Unf,0.0,270,6.762729506931879,Ex,Y,SBrkr,7.0431599159883405,0,7.0431599159883405,1,0.0,1,0,3,TA,6,1,TA,Attchd,RFn,264,TA,Y,5.111987788356544,0.0,0.0,0.0,GdWo,3,WD,Normal,48,131400
20,RL,4.276666119016055,9.102643796520809,NA,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,Plywood,Plywood,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,948,6.855408798609928,TA,Y,SBrkr,6.855408798609928,0,6.855408798609928,0,0.0,1,0,3,TA,6,0,NA,Attchd,Unf,300,TA,Y,4.997212273764115,0.0,0.0,0.0,NA,5,WD,Family,39,108000
75,RM,4.110873864173311,9.287394001418473,NA,Reg,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,5.968707559985366,Unf,0.0,490,6.78105762593618,Fa,N,SBrkr,6.78105762593618,888,7.478169694159785,0,0.0,1,1,2,TA,6,2,TA,Detchd,Unf,320,TA,N,0.0,5.834810737062605,0.0,0.0,NA,10,WD,Normal,92,163000
90,RL,4.110873864173311,9.053101595549691,NA,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1950,1950,Gable,Stucco,Stone,NA,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,Gd,N,FuseF,6.947937068614969,0,6.947937068614969,0,0.0,2,0,2,TA,6,0,NA,Detchd,Unf,400,TA,Y,0.0,0.0,0.0,0.0,NA,7,WD,Normal,56,93500
60,RL,4.290459441148391,9.25569607369698,NA,IR1,HLS,CulDSac,Gilbert,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,893,6.795705775173514,Ex,Y,SBrkr,6.804614520062624,900,7.496652438168283,0,0.0,2,1,3,Gd,8,1,Gd,Attchd,Fin,800,TA,Y,0.0,4.762173934797756,0.0,0.0,NA,6,WD,Normal,1,239900
90,RL,4.110873864173311,9.287394001418473,NA,Reg,Lvl,Inside,Edwards,Norm,Duplex,1Story,5,5,1987,1988,Gable,Plywood,Plywood,NA,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,7.0909098220799835,Unf,0.0,0,7.0909098220799835,TA,Y,SBrkr,7.0909098220799835,0,7.0909098220799835,3,0.0,3,0,3,TA,5,0,NA,NA,NA,0,NA,Y,4.795790545596741,0.0,0.0,0.0,NA,3,WD,Alloca,22,179000
60,RL,4.189654742026425,9.139273923542323,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,864,6.762729506931879,Ex,Y,SBrkr,6.762729506931879,864,7.455298485683291,0,0.0,2,1,3,Gd,7,0,NA,Attchd,RFn,572,TA,Y,5.236441962829949,4.04305126783455,0.0,0.0,NA,4,WD,Normal,5,190000
70,RM,4.110873864173311,9.169622538697624,Grvl,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,NA,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,264,5.579729825986222,Ex,Y,SBrkr,6.645090969505644,664,7.267525427828172,0,0.0,2,0,2,TA,7,0,NA,Detchd,Unf,360,TA,Y,5.602118820879701,0.0,4.727387818712341,0.0,GdPrv,5,WD,Abnorml,97,132000
20,RL,4.189654742026425,8.820108644508608,NA,IR1,Lvl,Inside,Sawyer,Feedr,1Fam,1Story,6,8,1961,1996,Hip,HdBoard,HdBoard,NA,0.0,TA,Gd,CBlock,TA,TA,Mn,GLQ,6.725033642166843,Unf,0.0,80,6.816735880594968,Gd,Y,SBrkr,6.816735880594968,0,6.816735880594968,1,0.6931471805599453,1,0,3,Gd,5,0,NA,Detchd,Unf,288,TA,Y,5.1298987149230735,0.0,0.0,0.0,GdPrv,5,WD,Normal,47,142000
20,RL,4.189654742026425,9.042040056544483,NA,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1349,7.2078598714324755,Ex,Y,SBrkr,7.2078598714324755,0,7.2078598714324755,0,0.0,2,0,3,TA,6,0,NA,Attchd,Unf,539,TA,Y,4.795790545596741,4.02535169073515,0.0,0.0,GdPrv,12,WD,Normal,7,179000
80,RL,4.2626798770413155,9.46397433028839,NA,IR1,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,5,6,1963,1999,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,6.09807428216624,Unf,0.0,76,6.255750041753367,Ex,Y,SBrkr,7.289610521451167,0,7.289610521451167,0,0.6931471805599453,2,0,3,TA,6,1,TA,Attchd,RFn,480,TA,Y,5.713732805509369,0.0,0.0,0.0,NA,10,WD,Normal,46,175000
120,RL,3.7376696182833684,8.593413217327646,NA,IR1,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.598509028614515,Unf,0.0,604,7.198931240688173,Gd,Y,SBrkr,7.198931240688173,0,7.198931240688173,1,0.0,2,0,2,Gd,5,1,TA,Attchd,RFn,462,TA,Y,4.574710978503383,0.0,4.2626798770413155,5.1298987149230735,NA,10,WD,Normal,15,180000
60,RL,4.394449154672439,9.100971834920818,NA,IR1,Lvl,Inside,NWAmes,Norm,1Fam,2Story,8,9,1976,1996,Hip,VinylSd,VinylSd,BrkFace,202.0,Ex,Gd,CBlock,TA,Gd,No,GLQ,6.3561076606958915,ALQ,4.394449154672439,487,7.04141166379481,Ex,Y,SBrkr,7.069874128458572,1540,7.906915488678587,0,0.6931471805599453,3,1,4,Gd,11,2,TA,BuiltIn,Fin,831,TA,Y,0.0,5.3230099791384085,0.0,0.0,NA,7,WD,Normal,32,299800
60,RL,4.189654742026425,9.082052351674651,NA,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2000,2000,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,5.707110264748875,Unf,0.0,652,6.859614903654202,Ex,Y,SBrkr,6.8885724595653635,1276,7.721791776817535,0,0.0,2,1,4,Gd,8,1,TA,BuiltIn,Fin,554,TA,Y,5.41610040220442,4.007333185232471,0.0,0.0,NA,4,WD,Normal,9,236000
70,RM,4.189654742026425,9.367429587218957,Pave,IR1,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,7,1880,2003,Mansard,Stucco,Stucco,NA,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0.0,Unf,0.0,1240,7.123672785204607,TA,N,SBrkr,7.186144304522325,1320,7.878912912297133,0,0.0,1,1,4,Gd,8,1,Gd,Detchd,Unf,864,TA,N,5.204006687076795,0.0,5.958424693029782,0.0,NA,5,WD,Normal,129,265979
20,RL,4.0943445622221,9.268043082104471,NA,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,7,5,1996,1996,Hip,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.824373670043086,Unf,0.0,801,7.450660796211539,Ex,Y,SBrkr,7.450660796211539,0,7.450660796211539,1,0.0,2,0,3,Gd,7,1,TA,Attchd,Fin,527,TA,Y,5.484796933490655,4.04305126783455,5.043425116919247,0.0,NA,3,WD,Normal,14,260400
50,RL,3.9318256327243257,9.036701015565063,NA,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,WdShing,Wd Shng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0,0.0,TA,N,FuseF,6.9930151229329605,441,7.333023014386481,0,0.0,2,0,4,TA,9,0,NA,Detchd,Unf,240,TA,N,4.532599493153256,0.0,5.225746673713202,0.0,NA,4,WD,Normal,64,98000
50,RM,4.02535169073515,9.082620630373812,Grvl,Reg,Lvl,Corner,OldTown,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,576,6.3578422665081,Gd,Y,SBrkr,6.675823221634848,348,7.039660349862076,0,0.0,1,0,3,TA,7,0,NA,NA,NA,0,NA,N,0.0,5.081404364984463,0.0,0.0,NA,6,WD,Normal,100,96500
60,RL,4.189654742026425,8.955577146281511,NA,Reg,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,660,6.493753839851686,Ex,Y,SBrkr,6.493753839851686,660,7.186144304522325,0,0.0,2,1,3,Gd,6,0,NA,Attchd,Fin,400,TA,Y,0.0,3.8918202981106265,0.0,0.0,NA,8,WD,Normal,4,162000
20,RL,4.382026634673881,9.13097243659261,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1997,1997,Gable,VinylSd,VinylSd,NA,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,7.0909098220799835,Unf,0.0,279,7.299797366758161,Ex,Y,SBrkr,7.3098814858247865,0,7.3098814858247865,1,0.0,2,0,3,Gd,6,0,NA,Attchd,RFn,576,TA,Y,5.1298987149230735,3.332204510175204,0.0,0.0,NA,7,WD,Normal,9,217000
60,RL,4.394449154672439,9.234154550075438,NA,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1030,6.93828448401696,Gd,Y,SBrkr,6.946013991099227,1060,7.649216319820633,0,0.0,2,1,3,Ex,8,1,Gd,Attchd,RFn,878,TA,Y,5.262690188904886,3.970291913552122,0.0,0.0,NA,3,WD,Normal,1,275500
20,RL,4.127134385045092,8.97853441008332,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,8,1969,2005,Gable,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,GLQ,6.0867747269123065,LwQ,6.159095388491933,115,6.934397209928558,Gd,Y,SBrkr,6.934397209928558,0,6.934397209928558,1,0.0,1,0,3,Gd,5,0,NA,Detchd,RFn,440,TA,Y,5.147494476813453,3.8918202981106265,0.0,0.0,NA,7,WD,Normal,40,156000
160,FV,3.5553480614894135,8.080546965824498,Pave,Reg,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,GLQ,5.945420608606575,Unf,0.0,348,6.593044534142437,Gd,Y,SBrkr,6.610696044717759,729,7.294377299288821,0,0.0,2,1,3,TA,6,0,NA,Detchd,Unf,440,TA,Y,0.0,3.2188758248682006,0.0,0.0,NA,3,WD,Normal,10,172500
60,RL,4.23410650459726,9.284519770150434,NA,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,3.044522437723423,Unf,0.0,846,6.7650389767805414,Ex,Y,SBrkr,6.7650389767805414,902,7.478169694159785,0,0.0,2,1,3,Gd,7,0,NA,Attchd,RFn,578,TA,Y,4.976733742420574,4.663439094112067,0.0,0.0,NA,4,WD,Normal,2,212000
60,RL,4.276666119016055,9.360224821513475,NA,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,2Story,6,5,1978,1978,Hip,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,6.0844994130751715,Unf,0.0,234,6.511745329644728,TA,Y,SBrkr,6.511745329644728,714,7.234898420314831,0,0.0,2,1,3,TA,6,1,TA,Attchd,Fin,440,TA,Y,5.817111159963204,0.0,0.0,0.0,GdPrv,4,WD,Abnorml,32,158900
160,FV,3.2188758248682006,7.732369222284388,Pave,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,202.0,TA,TA,PConc,Gd,TA,No,ALQ,6.309918278226516,Unf,0.0,195,6.61338421837956,Gd,Y,SBrkr,6.630683385642372,744,7.31455283232408,0,0.0,2,1,3,TA,6,0,NA,Detchd,Unf,440,TA,Y,0.0,0.0,0.0,0.0,NA,8,WD,Normal,9,179400
60,RL,4.189654742026425,9.413934064045677,NA,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Av,LwQ,4.04305126783455,ALQ,4.174387269895637,1198,7.1846291527173145,Ex,Y,SBrkr,7.192182058713246,1203,7.836764783264067,0,0.0,2,1,4,Gd,9,1,TA,Attchd,RFn,752,TA,Y,5.407171771460119,4.59511985013459,0.0,0.0,NA,11,WD,Normal,12,290000
20,RL,4.2626798770413155,9.116139576577355,NA,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1959,1959,Hip,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.418364935936212,Unf,0.0,252,6.762729506931879,Ex,Y,SBrkr,6.762729506931879,0,6.762729506931879,0,0.0,1,0,2,TA,5,0,NA,Detchd,Unf,300,Ex,Y,0.0,0.0,0.0,0.0,NA,10,WD,Normal,50,127500
30,RM,4.110873864173311,8.841014310483892,NA,Reg,Lvl,FR2,BrkSide,Feedr,1Fam,1Story,5,5,1924,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,6.0063531596017325,Unf,0.0,740,7.044032897274685,TA,Y,SBrkr,7.171656822768514,0,7.171656822768514,0,0.0,1,0,2,Fa,5,0,NA,Detchd,Unf,440,TA,Y,0.0,0.0,0.0,0.0,NA,10,WD,Normal,85,100000
60,FV,4.290459441148391,9.0642735958414,NA,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,3.2188758248682006,Unf,0.0,732,6.6293632534374485,Ex,Y,SBrkr,6.639875833826536,783,7.344719054149673,0,0.0,2,1,3,Gd,7,0,NA,Attchd,Unf,614,TA,Y,5.135798437050262,3.828641396489095,0.0,0.0,NA,6,Con,Normal,1,215200
60,RL,4.418840607796598,9.151757414543885,NA,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,202.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,7.059617628291383,Unf,0.0,89,7.133295954896068,Ex,Y,SBrkr,7.1459844677143876,1097,7.768956044538332,1,0.0,2,1,3,Gd,8,1,Gd,Attchd,RFn,856,TA,Y,0.0,4.859812404361672,0.0,0.0,NA,7,WD,Normal,10,337000
120,RL,3.4339872044851463,9.164296433474776,NA,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,BrkFace,BrkFace,NA,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,6.082218910376446,GLQ,6.964135612418245,0,7.3098814858247865,Ex,Y,SBrkr,7.3098814858247865,0,7.3098814858247865,1,0.0,1,1,2,Ex,6,1,Gd,Attchd,Fin,481,TA,Y,0.0,3.4339872044851463,0.0,0.0,NA,4,WD,Normal,11,270000
20,RL,4.330733340286331,9.58795455192857,NA,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,206.5,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498,7.312553498102598,Ex,Y,SBrkr,7.317876198626496,0,7.317876198626496,0,0.0,2,0,2,Ex,6,1,Gd,Attchd,Fin,592,TA,Y,0.0,5.1647859739235145,0.0,0.0,NA,8,New,Partial,0,264132
60,RL,4.394449154672439,9.25167423546916,NA,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,202.0,TA,TA,CBlock,Gd,TA,No,GLQ,5.978885764901122,Unf,0.0,586,6.8885724595653635,TA,Y,SBrkr,6.8885724595653635,734,7.44716835960004,0,0.0,2,1,3,TA,7,1,TA,Attchd,Unf,496,TA,Y,5.43372200355424,4.204692619390966,5.056245805348308,0.0,MnPrv,3,WD,Normal,22,196500
50,RL,4.330733340286331,9.434203664214742,NA,IR1,Lvl,Inside,Mitchel,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,6.493753839851686,Unf,0.0,323,6.891625897052253,Ex,Y,SBrkr,6.891625897052253,767,7.467942332285852,1,0.0,2,0,4,TA,7,0,NA,Attchd,Unf,423,TA,Y,5.5053315359323625,0.0,5.056245805348308,0.0,NA,7,WD,Normal,68,160000
20,RL,4.2626798770413155,9.116139576577355,NA,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2004,2005,Hip,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,3.2188758248682006,Unf,0.0,1836,7.528869256642251,Ex,Y,SBrkr,7.515889085215125,0,7.515889085215125,0,0.0,2,0,3,Gd,8,1,Gd,Attchd,Fin,484,TA,Y,4.795790545596741,3.5263605246161616,0.0,0.0,NA,10,WD,Normal,2,216837
60,RL,3.871201010907891,10.887530386461101,NA,IR2,HLS,CulDSac,StoneBr,Norm,1Fam,2Story,8,5,2003,2003,Hip,CemntBd,Wd Shng,BrkFace,202.0,Ex,TA,PConc,Gd,TA,Gd,ALQ,7.256297239690681,Unf,0.0,234,7.409136443920128,Ex,Y,SBrkr,7.43307534889858,1589,8.09559870137819,1,0.0,3,1,4,Ex,12,1,Gd,BuiltIn,Fin,841,TA,Y,6.222576268071369,3.6109179126442243,0.0,0.0,NA,6,WD,Normal,7,538000
